bp_num_ips,bp_num_tm,code_upw,upw,bp_nm,type_etablissement,postal_cd
1699.0,1085,10,UPW BOUIRA,AIN BESSEM Y.LARBI,ETAB  ,10009
1781.0,1086,10,UPW BOUIRA," AIN BESSEM,MAHI AHMED ",ETAB  ,10102
1773.0,1087,10,UPW BOUIRA,TIKBOUCHT,ETAB  ,10092
1739.0,1088,10,UPW BOUIRA,CHAABET BRAHEM,ETAB  ,10055
1733.0,1089,10,UPW BOUIRA,AIN-BEIDA,ETAB  ,10048
,1090,10,UPW BOUIRA,BEGGAS,ETAB  ,10051
,1091,10,UPW BOUIRA,CRETE ROUGE,ETAB  ,10056
1745.0,1092,10,UPW BOUIRA,ERRICH,ETAB  ,10061
,1093,10,UPW BOUIRA,HAMMAM-KSENNA,ETAB  ,10066
,1094,10,UPW BOUIRA,KRARIB,ETAB  ,10069
1752.0,1095,10,UPW BOUIRA,LAHGUIA-MOKHTARI-SAID,ETAB  ,10070
1759.0,1096,10,UPW BOUIRA,OUED-LAALEM,ETAB  ,10077
1762.0,1097,10,UPW BOUIRA,OULED-LALEM,ETAB  ,10080
,1098,10,UPW BOUIRA,SEBT,ETAB  ,10085
1769.0,1099,10,UPW BOUIRA,SIDI-YAHIA,ETAB  ,10088
,1100,10,UPW BOUIRA,TIZI-LARBAA,ETAB  ,10094
1782.0,1101,10,UPW BOUIRA,RAS BOUIRA,ETAB  ,10103
1787.0,1102,10,UPW BOUIRA,BOUIRA-UNIVERSITE,ETAB  ,10108
1788.0,1103,10,UPW BOUIRA,RESIDENCE-UNIVERSITAIRE-AINOUCHE-CHAMA,ETAB  ,10109
377.0,1104,9,UPW BLIDA,BLIDA RP,ETAB  ,9000
378.0,1105,9,UPW BLIDA,BOUFARIK,ETAB  ,9001
379.0,1106,9,UPW BLIDA,LARBAA,ETAB  ,9002
1964.0,1107,9,UPW BLIDA,OULED YAICH 1 MAI,ETAB  ,9058
1981.0,1108,9,UPW BLIDA,EL AFFROUN,ETAB  ,9011
382.0,1109,9,UPW BLIDA,MEFTAH,ETAB  ,9012
1922.0,1110,9,UPW BLIDA,OUED EL ALLEUG,ETAB  ,9014
1918.0,1111,9,UPW BLIDA,CHEBLI,ETAB  ,9009
1914.0,1112,9,UPW BLIDA,BENI MERED,ETAB  ,9003
384.0,1113,9,UPW BLIDA,BLIDA BAB DJAZAIR,ETAB  ,9004
380.0,1114,9,UPW BLIDA,BLIDA TERRE,ETAB  ,9006
618.0,1115,9,UPW BLIDA,BLIDA BEN MOKADEM,ETAB  ,9005
1331.0,1116,9,UPW BLIDA,OULED YAICH,ETAB  ,9015
1919.0,1117,9,UPW BLIDA,CHIFFA,ETAB  ,9010
383.0,1118,9,UPW BLIDA,BOUGARA,ETAB  ,9008
1921.0,1119,9,UPW BLIDA,MOUZAIA,ETAB  ,9013
1917.0,1120,9,UPW BLIDA,BOUFARIK-PLACE DES MARTYRS,ETAB  ,9007
1534.0,1121,9,UPW BLIDA,BOUFARIK CITE STADE,ETAB  ,9056
1962.0,1122,9,UPW BLIDA,BLIDA BAB ERRAHBA,ETAB  ,9055
1963.0,1123,9,UPW BLIDA,LARBAA FAHS,ETAB  ,9057
1924.0,1124,9,UPW BLIDA,BLIDA BOUNAAMA DJILLALI,ETAB  ,9017
1927.0,1125,9,UPW BLIDA,BOUINAN,ETAB  ,9020
1923.0,1126,9,UPW BLIDA,BLIDA BEN BOUAID,ETAB  ,9016
1926.0,1127,9,UPW BLIDA,BOUARFA,ETAB  ,9019
1928.0,1128,9,UPW BLIDA,MOUZAIA-BEN-ALI-AHMED,ETAB  ,9021
381.0,1129,9,UPW BLIDA,BLIDA ZABANA,ETAB  ,9018
1929.0,1130,9,UPW BLIDA,SOUMAA,ETAB  ,9022
1935.0,1131,9,UPW BLIDA,DJEBABRA,ETAB  ,9028
1934.0,1132,9,UPW BLIDA,CHREA,ETAB  ,9027
1937.0,1133,9,UPW BLIDA,HAMMAM MLEOUANE,ETAB  ,9030
1933.0,1134,9,UPW BLIDA,BLIDA BEN ACHOUR ,ETAB  ,9026
1939.0,1135,9,UPW BLIDA,OUED DJER,ETAB  ,9032
1938.0,1136,9,UPW BLIDA,KHAZROUNA,ETAB  ,9031
1931.0,1137,9,UPW BLIDA,BENI TAMOU,ETAB  ,9024
1932.0,1138,9,UPW BLIDA,BEN KHELLIL,ETAB  ,9025
1936.0,1139,9,UPW BLIDA,GUERROUAOU,ETAB  ,9029
1940.0,1140,9,UPW BLIDA,OULED SLAMA,ETAB  ,9033
1930.0,1141,9,UPW BLIDA,AIN ROMANA,ETAB  ,9023
1941.0,1142,9,UPW BLIDA,SOHANE,ETAB  ,9034
1966.0,1143,9,UPW BLIDA,LAABAZIZ ,ETAB  ,9060
1965.0,1144,9,UPW BLIDA,CITE ABOUDI,ETAB  ,9059
1942.0,1145,9,UPW BLIDA,AHL EL OUED ETHENIA,ETAB  ,9035
1943.0,1146,9,UPW BLIDA,AMROUSSA,ETAB  ,9036
1944.0,1147,9,UPW BLIDA,BEN CHAABANE,ETAB  ,9037
1945.0,1148,9,UPW BLIDA,BEN HAMDANI,ETAB  ,9038
1946.0,1149,9,UPW BLIDA,BNI CHOUGRANE,ETAB  ,9039
1947.0,1150,9,UPW BLIDA,BENI MISRA,ETAB  ,9040
1948.0,1151,9,UPW BLIDA,BENIMOUIMENE,ETAB  ,9041
1949.0,1152,9,UPW BLIDA,BEN SALAH,ETAB  ,9042
1950.0,1153,9,UPW BLIDA,BLIDA R MEL,ETAB  ,9043
1975.0,1154,9,UPW BLIDA,BLIDA ENTA,ETAB  ,9069
1951.0,1155,9,UPW BLIDA,BORDJ EMIR AEK,ETAB  ,9044
1978.0,1156,9,UPW BLIDA,BOUFARIK AIR,ETAB  ,9072
1952.0,1157,9,UPW BLIDA,BAHLI,ETAB  ,9045
1953.0,1158,9,UPW BLIDA,CITE DRIOUCHE ,ETAB  ,9046
1954.0,1159,9,UPW BLIDA,HALLOUYA,ETAB  ,9047
1955.0,1160,9,UPW BLIDA,MELLAHA,ETAB  ,9048
1956.0,1161,9,UPW BLIDA,SIDI AID,ETAB  ,9049
1957.0,1162,9,UPW BLIDA,SIDI EL KABIR,ETAB  ,9050
1958.0,1163,9,UPW BLIDA,SIDI MADANI,ETAB  ,9051
1959.0,1164,9,UPW BLIDA,SOUAKRIA,ETAB  ,9052
1960.0,1165,9,UPW BLIDA,TABAINATTE,ETAB  ,9053
1961.0,1166,9,UPW BLIDA,ZAOUIA,ETAB  ,9054
1974.0,1167,9,UPW BLIDA,BLIDA UNIVERSITE,ETAB  ,9068
1968.0,1168,9,UPW BLIDA,RIHANE,ETAB  ,9062
1967.0,1169,9,UPW BLIDA,SIDI HAMED,ETAB  ,9061
1969.0,1170,9,UPW BLIDA,OUED KERROUCHE,ETAB  ,9063
1970.0,1171,9,UPW BLIDA,HASSAINIA,ETAB  ,9064
1971.0,1172,9,UPW BLIDA,MEREMENE,ETAB  ,9065
1972.0,1173,9,UPW BLIDA,CINQ PALMIERS ,ETAB  ,9066
1973.0,1174,9,UPW BLIDA,M HADA,ETAB  ,9067
372.0,1175,42,UPW TIPAZA,TIPAZA RP,ETAB  ,42000
375.0,1176,42,UPW TIPAZA,HADJOUT ,ETAB  ,42001
374.0,1177,42,UPW TIPAZA,CHERCHELL ,ETAB  ,42002
373.0,1178,42,UPW TIPAZA,KOLEA ,ETAB  ,42003
376.0,1179,42,UPW TIPAZA,BOUISMAIL ,ETAB  ,42004
1208.0,1180,42,UPW TIPAZA,KOLEA SALAH ,ETAB  ,42063
1197.0,1181,42,UPW TIPAZA,FOUKA VILLE ,ETAB  ,42006
2370.0,1182,42,UPW TIPAZA,AHMEUR EL AIN ,ETAB  ,42005
2372.0,1183,42,UPW TIPAZA,GOURAYA ,ETAB  ,42007
2373.0,1184,42,UPW TIPAZA,ATTATBA ,ETAB  ,42008
1174.0,1185,42,UPW TIPAZA,BOUHAROUN ,ETAB  ,42009
2376.0,1186,42,UPW TIPAZA,BOURKIKA ,ETAB  ,42011
1180.0,1187,42,UPW TIPAZA,CHAIBA ,ETAB  ,42012
1184.0,1188,42,UPW TIPAZA,CHERCHELL 17 OCT,ETAB  ,42013
2379.0,1189,42,UPW TIPAZA,DAMOUS ,ETAB  ,42014
2380.0,1190,42,UPW TIPAZA,DOUAOUDA VILLE ,ETAB  ,42015
2382.0,1191,42,UPW TIPAZA,LARHAT ,ETAB  ,42017
1212.0,1192,42,UPW TIPAZA,MENACEUR ,ETAB  ,42018
2384.0,1193,42,UPW TIPAZA,MEURAD ,ETAB  ,42019
1175.0,1194,42,UPW TIPAZA,BOUISMAIL EL AMARIA ,ETAB  ,42010
1206.0,1195,42,UPW TIPAZA,KHEMISTI VILLE ,ETAB  ,42016
2385.0,1196,42,UPW TIPAZA,SIDI AMAR ,ETAB  ,42020
1221.0,1197,42,UPW TIPAZA,SIDI GHILES ,ETAB  ,42021
1217.0,1198,42,UPW TIPAZA,TIPAZA OUED MERZOUG,ETAB  ,42022
2388.0,1199,42,UPW TIPAZA,AIN TAGOURAIT ,ETAB  ,42023
1179.0,1200,42,UPW TIPAZA,BOUYAMINE ,ETAB  ,42024
1181.0,1201,42,UPW TIPAZA,CHENOUA PLAGE ,ETAB  ,42025
676.0,1202,42,UPW TIPAZA,DOUAOUDA MARINE ,ETAB  ,42026
1196.0,1203,42,UPW TIPAZA,FOUKA MARINE ,ETAB  ,42027
1200.0,1204,42,UPW TIPAZA,HADJRET ENNOUS ,ETAB  ,42029
1202.0,1205,42,UPW TIPAZA,HALLOULA SAHILIA ,ETAB  ,42030
3809.0,3871,34,UPW BORDJ BOU ARRERIDJ,TAGLAIT,ETAB  ,34059
737.0,3872,34,UPW BORDJ BOU ARRERIDJ,TASSAMEURT,ETAB  ,34060
3811.0,3873,34,UPW BORDJ BOU ARRERIDJ,TEFFREG,ETAB  ,34061
3812.0,3874,34,UPW BORDJ BOU ARRERIDJ,TIZI-KACHOUCHENE,ETAB  ,34062
3813.0,3875,34,UPW BORDJ BOU ARRERIDJ,ZENOUNA,ETAB  ,34063
3814.0,3876,34,UPW BORDJ BOU ARRERIDJ,BORDJ-BOU-ARRERIDJ 20 AOUT,ETAB  ,34064
3815.0,3877,34,UPW BORDJ BOU ARRERIDJ,RAS EL OUED 19 MARS,ETAB  ,34065
3816.0,3878,34,UPW BORDJ BOU ARRERIDJ,EL-HAMMA-08-MAI-1945,ETAB  ,34066
3817.0,3879,34,UPW BORDJ BOU ARRERIDJ,BORDJ ZEMOURA 1 ER NOVEMBRE,ETAB  ,34067
3818.0,3880,34,UPW BORDJ BOU ARRERIDJ,OULED-MEBAREK,ETAB  ,34068
3819.0,3881,34,UPW BORDJ BOU ARRERIDJ,BORDJ-BOU-ARRERIDJ-UNIVERSITE,ETAB  ,34069
3820.0,3882,34,UPW BORDJ BOU ARRERIDJ,LECHBOUR,ETAB  ,34070
3821.0,3883,34,UPW BORDJ BOU ARRERIDJ,OULED-HAMZA,ETAB  ,34071
3822.0,3884,34,UPW BORDJ BOU ARRERIDJ,TIZI-AHCENE,ETAB  ,34072
3823.0,3885,34,UPW BORDJ BOU ARRERIDJ,AIN-NOUG,ETAB  ,34073
3824.0,3886,34,UPW BORDJ BOU ARRERIDJ,AIN-DEFLA,ETAB  ,34074
3799.0,3890,34,UPW BORDJ BOU ARRERIDJ,OUCHENEN-SEGHIRA,ETAB  ,34049
211.0,3891,36,UPW EL TARF,EL-TARF-RP,ETAB  ,36000
214.0,3892,36,UPW EL TARF,DREAN,ETAB  ,36001
213.0,3893,36,UPW EL TARF,EL-KALA,ETAB  ,36002
3631.0,3894,36,UPW EL TARF,BEN-M HIDI,ETAB  ,36003
3632.0,3895,36,UPW EL TARF,BESBES,ETAB  ,36004
3633.0,3896,36,UPW EL TARF,BOUHADJAR,ETAB  ,36005
3634.0,3897,36,UPW EL TARF,BOUTELDJA,ETAB  ,36006
3635.0,3898,36,UPW EL TARF,CHOTT,ETAB  ,36007
3636.0,3899,36,UPW EL TARF,EL-TARF-BAHRI-BELKACEM,ETAB  ,36008
3637.0,3900,36,UPW EL TARF,SIDI-BELGACEM,ETAB  ,36009
3638.0,3901,36,UPW EL TARF,AIN-EL-ASSEL,ETAB  ,36010
3639.0,3902,36,UPW EL TARF,AIN-KERMA,ETAB  ,36011
3640.0,3903,36,UPW EL TARF,ASFOUR,ETAB  ,36012
3641.0,3904,36,UPW EL TARF,CHEBAITA-MOKHTAR,ETAB  ,36013
3642.0,3905,36,UPW EL TARF,CHIHANI,ETAB  ,36014
3643.0,3906,36,UPW EL TARF,ZERIZER,ETAB  ,36015
3644.0,3907,36,UPW EL TARF,AIN-KHIAR,ETAB  ,36016
3645.0,3908,36,UPW EL TARF,DARHOUSSA,ETAB  ,36017
3646.0,3909,36,UPW EL TARF,EL-AIOUN,ETAB  ,36018
3647.0,3910,36,UPW EL TARF,LAC-DES-OISEAUX,ETAB  ,36019
3648.0,3911,36,UPW EL TARF,OUM-THEBOUL,ETAB  ,36020
3649.0,3912,36,UPW EL TARF,ROUM-EL-SOUK,ETAB  ,36021
3650.0,3913,36,UPW EL TARF,SIDI-KACEM,ETAB  ,36022
3651.0,3914,36,UPW EL TARF,ZITOUNA,ETAB  ,36023
3652.0,3915,36,UPW EL TARF,AIN-ALLEM,ETAB  ,36024
3653.0,3916,36,UPW EL TARF,BEN-AMAR,ETAB  ,36025
3654.0,3917,36,UPW EL TARF,BERDJILETTE,ETAB  ,36026
3655.0,3918,36,UPW EL TARF,BERRIHANE,ETAB  ,36027
3656.0,3919,36,UPW EL TARF,BOUAABED,ETAB  ,36028
3657.0,3920,36,UPW EL TARF,BOUGOUS,ETAB  ,36029
3658.0,3921,36,UPW EL TARF,BOUTELLA-ABDALLAH,ETAB  ,36030
3659.0,3922,36,UPW EL TARF,CHAABA-EL-HAMRA,ETAB  ,36031
3660.0,3923,36,UPW EL TARF,CHEFFIA,ETAB  ,36032
3661.0,3924,36,UPW EL TARF,EL-FHIS,ETAB  ,36033
3662.0,3925,36,UPW EL TARF,EL-KOUS,ETAB  ,36034
3663.0,3926,36,UPW EL TARF,FEDDAOUI-MOUSSA,ETAB  ,36035
3664.0,3927,36,UPW EL TARF,HAMMAM-BENI-SALAH,ETAB  ,36036
3665.0,3928,36,UPW EL TARF,KANTARA-EL-MALHA,ETAB  ,36037
3666.0,3929,36,UPW EL TARF,MATROHA,ETAB  ,36038
3667.0,3930,36,UPW EL TARF,MERADIA,ETAB  ,36039
3668.0,3931,36,UPW EL TARF,MOHAMED-TAYEB,ETAB  ,36041
3669.0,3932,36,UPW EL TARF,OUED-DJENANE,ETAB  ,36042
3670.0,3933,36,UPW EL TARF,OUED-EL-HOUT,ETAB  ,36043
3671.0,3934,36,UPW EL TARF,OUED-ZITOUNE,ETAB  ,36044
3672.0,3935,36,UPW EL TARF,RIGHIA,ETAB  ,36046
3673.0,3936,36,UPW EL TARF,SEBAA,ETAB  ,36047
3674.0,3937,36,UPW EL TARF,SIDI-EMBAREK,ETAB  ,36048
3675.0,3938,36,UPW EL TARF,ZOHRAMI-ALI,ETAB  ,36049
3676.0,3939,36,UPW EL TARF,BEN-M HIDI-CENTRE,ETAB  ,36050
3677.0,3940,36,UPW EL TARF,BESBES NORD,ETAB  ,36051
3678.0,3941,36,UPW EL TARF,DREAN-CITE 1 300 LOGTS,ETAB  ,36052
3679.0,3942,36,UPW EL TARF,EL-TARF-UNIVERSITE,ETAB  ,36053
397.0,3943,37,UPW TINDOUF,TINDOUF-RP,ETAB  ,37000
3612.0,3944,37,UPW TINDOUF,TINDOUF-HASSI-AMAR,ETAB  ,37001
398.0,3945,37,UPW TINDOUF,TINDOUF-HAI-NASR,ETAB  ,37002
3614.0,3946,37,UPW TINDOUF,OUM-EL-ASSEL,ETAB  ,37003
3615.0,3947,37,UPW TINDOUF,GARA-DJEBILET,ETAB  ,37004
3616.0,3948,37,UPW TINDOUF,HASSI-KHEBI,ETAB  ,37005
3617.0,3949,37,UPW TINDOUF,HASSI-MOUNIR,ETAB  ,37006
3618.0,3950,37,UPW TINDOUF,TINDOUF-SECTEUR,ETAB  ,37007
3619.0,3951,37,UPW TINDOUF,TINDOUF-EL-MOUSTAKBEL,ETAB  ,37008
467.0,3953,38,UPW TISSEMSILT,TISSEMSILT-RP,ETAB  ,38000
3572.0,3954,38,UPW TISSEMSILT,BORDJ-BOUNAAMA,ETAB  ,38001
1329.0,3955,38,UPW TISSEMSILT,LARDJEM,ETAB  ,38002
468.0,3956,38,UPW TISSEMSILT,THENIET-EL-HAD,ETAB  ,38003
3575.0,3957,38,UPW TISSEMSILT,BORDJ-EMIR-AEK,ETAB  ,38004
3576.0,3958,38,UPW TISSEMSILT,BOUCAID,ETAB  ,38005
3577.0,3959,38,UPW TISSEMSILT,KHEMISTI,ETAB  ,38006
3578.0,3960,38,UPW TISSEMSILT,LAAYOUNE,ETAB  ,38007
3579.0,3961,38,UPW TISSEMSILT,LAZHARIA,ETAB  ,38008
3580.0,3962,38,UPW TISSEMSILT,TISSEMSILT-BENCHERKI,ETAB  ,38009
3581.0,3963,38,UPW TISSEMSILT,TISSEMSILT-BENHAMOUDA,ETAB  ,38010
3582.0,3964,38,UPW TISSEMSILT,TISSEMSILT-EL-MERDJA,ETAB  ,38011
1901.0,3965,38,UPW TISSEMSILT,AMMARI,ETAB  ,38012
3584.0,3966,38,UPW TISSEMSILT,MELAAB,ETAB  ,38013
3585.0,3967,38,UPW TISSEMSILT,OULED-BESSEM,ETAB  ,38014
3586.0,3968,38,UPW TISSEMSILT,AIN-EL-KERMA,ETAB  ,38015
3587.0,3969,38,UPW TISSEMSILT,AIN-FERRADJA,ETAB  ,38016
3588.0,3970,38,UPW TISSEMSILT,AIN-GUERGOUR,ETAB  ,38017
3589.0,3971,38,UPW TISSEMSILT,AMROUNA,ETAB  ,38018
3590.0,3972,38,UPW TISSEMSILT,BENI-CHAIB,ETAB  ,38019
3591.0,3973,38,UPW TISSEMSILT,BENI-LAHCEN,ETAB  ,38020
3592.0,3974,38,UPW TISSEMSILT,DOUI-HASNI,ETAB  ,38021
3593.0,3975,38,UPW TISSEMSILT,LARBAA,ETAB  ,38022
3594.0,3976,38,UPW TISSEMSILT,MAACEM,ETAB  ,38023
3595.0,3977,38,UPW TISSEMSILT,MEGUISBA,ETAB  ,38024
3596.0,3978,38,UPW TISSEMSILT,SIDI-ABED,ETAB  ,38025
3597.0,3979,38,UPW TISSEMSILT,SIDI-BOUTOUCHENT,ETAB  ,38026
3598.0,3980,38,UPW TISSEMSILT,SIDI-LANTRI,ETAB  ,38027
3599.0,3981,38,UPW TISSEMSILT,SIDI-SLIMANE,ETAB  ,38028
3600.0,3982,38,UPW TISSEMSILT,TAMELLAHET,ETAB  ,38029
3601.0,3983,38,UPW TISSEMSILT,TAMEZLAIT,ETAB  ,38030
3602.0,3984,38,UPW TISSEMSILT,YOUSSOUFIA,ETAB  ,38031
3603.0,3985,38,UPW TISSEMSILT,THENIET-EL-HAD-EL-MEDDAD,ETAB  ,38032
3604.0,3986,38,UPW TISSEMSILT,BENI-MAIDA,ETAB  ,38033
3605.0,3987,38,UPW TISSEMSILT,TISSEMSILT-EL-HIDHAB,ETAB  ,38034
3606.0,3988,38,UPW TISSEMSILT,TISSEMSILT-NAANAA-AHMED,ETAB  ,38035
3607.0,3989,38,UPW TISSEMSILT,TISSEMSILT-BELAID-BENAZZOUZ,ETAB  ,38036
3608.0,3990,38,UPW TISSEMSILT,KHEMISTI-BOUBTANA-BEN-AMER,ETAB  ,38037
428.0,3992,39,UPW EL OUED,EL-OUED-RP,ETAB  ,39000
503.0,3993,39,UPW EL OUED,EL-OUED-NEZLA,ETAB  ,39001
3476.0,3994,39,UPW EL OUED,GUEMAR,ETAB  ,39002
3477.0,3995,39,UPW EL OUED,DEBILA,ETAB  ,39003
3478.0,3996,57,UPW EL-MEGHAIER,DJAMAA,ETAB  ,39004
3479.0,3997,57,UPW EL-MEGHAIER,EL-MEGHAIER,ETAB  ,39005
3480.0,3998,39,UPW EL OUED,EL-OUED-TIKSEBT,ETAB  ,39006
3953.0,1340,31,UPW ORAN,DADAYOUM,ETAB  ,31067
578.0,1341,31,UPW ORAN,DJEFAFLA,ETAB  ,31068
593.0,1342,31,UPW ORAN,EL-BORDJ-EL-ABIADH,ETAB  ,31069
590.0,1343,31,UPW ORAN,EL-BRAYA,ETAB  ,31070
592.0,1344,31,UPW ORAN,EN-NEDJMA,ETAB  ,31071
566.0,1345,31,UPW ORAN,FELLAOUSSENE-A.RAMDANE,ETAB  ,31072
3959.0,1346,31,UPW ORAN,GOTNI,ETAB  ,31073
583.0,1347,31,UPW ORAN,GRANINE,ETAB  ,31074
3961.0,1348,31,UPW ORAN,HAI-EL-AMEL,ETAB  ,31075
3962.0,1349,31,UPW ORAN,HASSASNA,ETAB  ,31076
3963.0,1350,31,UPW ORAN,KEHAILIA,ETAB  ,31077
594.0,1351,31,UPW ORAN,MAHDIA,ETAB  ,31078
559.0,1352,31,UPW ORAN,MENATSIA,ETAB  ,31079
624.0,1353,31,UPW ORAN,RABAH,ETAB  ,31080
595.0,1354,31,UPW ORAN,SIDI-BAKHTI,ETAB  ,31081
556.0,1355,31,UPW ORAN,SIDI-MAAROUF,ETAB  ,31083
548.0,1356,31,UPW ORAN,TAFARAOUI,ETAB  ,31084
3970.0,1357,31,UPW ORAN,ORAN-ACHABA-HANIFI,ETAB  ,31085
640.0,1358,31,UPW ORAN,MISSERGHINE-HAI-ZABANA,ETAB  ,31086
599.0,1359,31,UPW ORAN,ORAN-WILAYA,ETAB  ,31087
639.0,1360,31,UPW ORAN,ES-SENIA-KARA,ETAB  ,31088
3974.0,1361,31,UPW ORAN,BOUYAKOUR,ETAB  ,31089
3975.0,1362,31,UPW ORAN,MERS EL HADJADJ ESALAM,ETAB  ,31090
3976.0,1363,31,UPW ORAN,ARRARSA,ETAB  ,31091
1532.0,1364,31,UPW ORAN,ORAN IBN SINA,ETAB  ,31092
1547.0,1365,31,UPW ORAN,HAI AKID LOTFI,ETAB  ,31093
3979.0,1366,31,UPW ORAN,SENIA 200 LOGTS,ETAB  ,31094
3980.0,1367,31,UPW ORAN,HAI-EL-YASMINE,ETAB  ,31095
612.0,1368,31,UPW ORAN,HAY FELLAOUCENE,ETAB  ,31096
3982.0,1369,31,UPW ORAN,MURDJAJO-ZDA3 (APM),ETAB  ,31097
3983.0,1370,31,UPW ORAN,SIDI-GHALEM,ETAB  ,31098
3984.0,1371,31,UPW ORAN,OUED-TLELAT-1ER NOVEMBRE,ETAB  ,31099
3985.0,1372,31,UPW ORAN,ORAN-AADL-1 063 LOGEMENTS,ETAB  ,31100
3986.0,1373,31,UPW ORAN,ORAN-BENZARGA-HOUARI,ETAB  ,31101
3987.0,1374,31,UPW ORAN,ORAN-BENBASSAL-BENAOUDA,ETAB  ,31102
3988.0,1375,31,UPW ORAN,HAMOU-ALI,ETAB  ,31103
3989.0,1376,31,UPW ORAN,ORAN-BELLE-VUE,ETAB  ,31104
3990.0,1377,31,UPW ORAN,EL-MAHGOUN-11 DECEMBRE 1960,ETAB  ,31105
3993.0,1388,31,UPW ORAN,ES-SENIA-EL-MATAR,ETAB  ,31108
3991.0,1396,31,UPW ORAN,ORAN EHU 1 er novembre ,ETAB  ,31106
323.0,1402,5,UPW BATNA,BATNA-RP,ETAB  ,5000
327.0,1403,5,UPW BATNA,BARIKA,ETAB  ,5001
329.0,1404,5,UPW BATNA,AIN-TOUTA,ETAB  ,5002
326.0,1405,5,UPW BATNA,BATNA-BEN-BOULAID,ETAB  ,5003
328.0,1406,5,UPW BATNA,N GAOUS,ETAB  ,5004
324.0,1407,5,UPW BATNA,BATNA-MEBARKI,ETAB  ,5005
325.0,1408,5,UPW BATNA,BATNA-1ER NOVEMBRE,ETAB  ,5006
330.0,1409,5,UPW BATNA,ARRIS,ETAB  ,5007
1464.0,1410,5,UPW BATNA,BATNA-FRERES-KHEZZAR,ETAB  ,5008
1336.0,1411,5,UPW BATNA,RAS-EL-AIOUN,ETAB  ,5009
331.0,1412,5,UPW BATNA,BATNA-HADJ-LAKHDAR,ETAB  ,5010
918.0,1413,5,UPW BATNA,TAZOULT-LAMBESE,ETAB  ,5011
921.0,1414,5,UPW BATNA,MENAA,ETAB  ,5012
333.0,1415,5,UPW BATNA,MEROUANA,ETAB  ,5013
1460.0,1416,5,UPW BATNA,BATNA-AN-NASR,ETAB  ,5014
917.0,1417,5,UPW BATNA,REHAL-ABDELAZIZ (EL-MADHER),ETAB  ,5015
1482.0,1418,5,UPW BATNA,OUED-EL-MA,ETAB  ,5016
920.0,1419,5,UPW BATNA,BATNA-EMIR-ABDELKADER,ETAB  ,5017
5071.0,1420,5,UPW BATNA,BATNA-IMADGHASSEN (aéroport),ETAB  ,5018
5072.0,1421,5,UPW BATNA,N GAOUS 5 JUILLET,ETAB  ,5019
1477.0,1422,5,UPW BATNA,T KOUT,ETAB  ,5020
334.0,1423,5,UPW BATNA,BATNA-EL-BOUSTENE,ETAB  ,5021
5182.0,1424,5,UPW BATNA,BARIKA-LIBERTE,ETAB  ,5022
1472.0,1425,5,UPW BATNA,TIMGAD,ETAB  ,5023
5073.0,1426,5,UPW BATNA,ARRIS-MEZOUDJI-AMOR,ETAB  ,5024
1337.0,1427,5,UPW BATNA,SERIANA,ETAB  ,5025
1475.0,1428,5,UPW BATNA,MEDINA,ETAB  ,5026
1487.0,1429,5,UPW BATNA,SEGGANA,ETAB  ,5027
5074.0,1430,5,UPW BATNA,BARIKA-BEN-BAATOUCHE,ETAB  ,5028
5075.0,1431,5,UPW BATNA,N GAOUS-RAS-EL-AIN,ETAB  ,5029
5076.0,1432,5,UPW BATNA,MEROUANA 8 MAI 1945,ETAB  ,5030
1503.0,1433,5,UPW BATNA,AIN-YAGOUT,ETAB  ,5031
332.0,1434,5,UPW BATNA,AIN-DJASSER,ETAB  ,5032
1480.0,1435,5,UPW BATNA,ALI-NEMEUR,ETAB  ,5033
5077.0,1436,5,UPW BATNA,MEROUANA-HOUARI-BOUMEDIENE,ETAB  ,5034
919.0,1437,5,UPW BATNA,TENIET-EL-ABED,ETAB  ,5035
1496.0,1438,5,UPW BATNA,OUED-TAGA,ETAB  ,5036
1486.0,1439,5,UPW BATNA,M DOUKAL,ETAB  ,5037
1497.0,1440,5,UPW BATNA,NOUADER,ETAB  ,5038
1506.0,1441,5,UPW BATNA,CHEMMORA,ETAB  ,5039
1461.0,1442,5,UPW BATNA,BATNA-KECHIDA,ETAB  ,5040
1495.0,1443,5,UPW BATNA,BOUZINA,ETAB  ,5041
5078.0,1444,5,UPW BATNA,ARRIS-GRINE-BELGACEM,ETAB  ,5042
1476.0,1445,5,UPW BATNA,TIFELFEL,ETAB  ,5043
1481.0,1446,5,UPW BATNA,M CIL,ETAB  ,5044
1484.0,1447,5,UPW BATNA,BITAM,ETAB  ,5045
1485.0,1448,5,UPW BATNA,MERABTINE,ETAB  ,5046
1479.0,1449,5,UPW BATNA,EL-KSAR,ETAB  ,5047
5079.0,1450,5,UPW BATNA,AIN-TOUTA-1ER NOV.,ETAB  ,5048
1474.0,1451,5,UPW BATNA,FOUM-TOUB,ETAB  ,5049
5080.0,1452,5,UPW BATNA,AIN-TOUTA-HAMADA,ETAB  ,5050
1483.0,1453,5,UPW BATNA,TALKHEMPT,ETAB  ,5051
1500.0,1454,5,UPW BATNA,CHELMA,ETAB  ,5052
5081.0,1455,5,UPW BATNA,NARA,ETAB  ,5053
1462.0,1456,5,UPW BATNA,CHAABET-OULED-CHELIH,ETAB  ,5054
1493.0,1457,5,UPW BATNA,TAXLENT,ETAB  ,5055
